iterations,fitness,time,fevals
0,522.0,3.66459999999e-05,11
10,524.0,6.84679999998e-05,21
20,526.0,9.59609999995e-05,31
30,532.0,0.000126529,41
40,534.0,0.00017448,51
50,538.0,0.000206186,61
60,542.0,0.000253228,71
70,542.0,0.000283993,81
80,542.0,0.00031564,91
90,542.0,0.000342438,101
100,542.0,0.000368366,111
110,544.0,0.000415907,121
120,550.0,0.000442992,131
130,550.0,0.000467914,141
140,552.0,0.000510541,151
150,554.0,0.000540872,161
160,556.0,0.00847642,171
170,558.0,0.008527226,181
180,560.0,0.008553703,191
190,560.0,0.008573001,201
200,560.0,0.008593827,211
210,560.0,0.008622667,221
220,562.0,0.008688214,231
230,562.0,0.008749448,241
240,564.0,0.008772317,251
250,566.0,0.00879129,261
260,572.0,0.008808808,271
270,580.0,0.008831242,281
280,580.0,0.008851914,291
290,580.0,0.008873191,301
300,582.0,0.008889445,311
310,582.0,0.008908922,321
320,586.0,0.008929761,331
330,586.0,0.008946063,341
340,586.0,0.008977563,351
350,586.0,0.009002216,361
360,586.0,0.009022041,371
370,588.0,0.009047169,381
380,588.0,0.009078959,391
390,588.0,0.009145436,401
400,592.0,0.00917382,411
410,598.0,0.00919893,421
420,600.0,0.009223972,431
430,602.0,0.009245008,441
440,604.0,0.009263655,451
450,604.0,0.009287124,461
460,606.0,0.009308439,471
470,612.0,0.009340655,481
480,612.0,0.009361577,491
490,616.0,0.0093857,501
500,618.0,0.009412257,511
510,618.0,0.00943449,521
520,620.0,0.00946445,531
530,624.0,0.009491398,541
540,626.0,0.009514,551
550,628.0,0.009543621,561
560,628.0,0.009571308,571
570,628.0,0.009590818,581
580,628.0,0.009609107,591
590,628.0,0.009629153,601
600,628.0,0.00965375,611
610,628.0,0.009676683,621
620,630.0,0.00971595,631
630,632.0,0.00974882,641
640,634.0,0.009773443,651
650,634.0,0.009794458,661
660,634.0,0.009811953,671
670,636.0,0.009834541,681
680,636.0,0.009855717,691
690,636.0,0.009875565,701
700,640.0,0.00992546,711
710,646.0,0.00995455,721
720,646.0,0.009975532,731
730,648.0,0.010013227,741
740,648.0,0.010031518,751
750,652.0,0.010050605,761
760,652.0,0.010071173,771
770,654.0,0.010095341,781
780,654.0,0.010120252,791
790,654.0,0.010220877,801
800,656.0,0.010252427,811
810,656.0,0.010273557,821
820,658.0,0.01029304,831
830,662.0,0.010311459,841
840,664.0,0.010350824,851
850,666.0,0.010367731,861
860,670.0,0.010393511,871
870,672.0,0.010410791,881
880,672.0,0.010431752,891
890,672.0,0.010455958,901
900,672.0,0.010476131,911
910,674.0,0.010509399,921
920,678.0,0.01053153,931
930,680.0,0.010549872,941
940,680.0,0.010570246,951
950,684.0,0.010591725,961
960,686.0,0.010610962,971
970,686.0,0.010633409,981
980,686.0,0.010650746,991
990,688.0,0.010670856,1001
1000,690.0,0.010709449,1011
1010,690.0,0.010737493,1021
1020,690.0,0.010762463,1031
1030,692.0,0.010787351,1041
1040,692.0,0.010812139,1051
1050,694.0,0.010852974,1061
1060,694.0,0.010874309,1071
1070,694.0,0.010899334,1081
1080,694.0,0.0109225,1091
1090,696.0,0.010943977,1101
1100,696.0,0.010965685,1111
1110,698.0,0.01098304,1121
1120,698.0,0.011000556,1131
1130,698.0,0.011024643,1141
1140,698.0,0.011043289,1151
1150,698.0,0.011076715,1161
1160,698.0,0.011110241,1171
1170,700.0,0.011132422,1181
1180,702.0,0.011151369,1191
1190,702.0,0.011169175,1201
1200,702.0,0.011189822,1211
1210,706.0,0.011228736,1221
1220,706.0,0.011251977,1231
1230,706.0,0.011279532,1241
1240,706.0,0.011350503,1251
1250,708.0,0.011374165,1261
1260,710.0,0.011419193,1271
1270,710.0,0.011445291,1281
1280,710.0,0.011481786,1291
1290,710.0,0.01150377,1301
1300,710.0,0.011524878,1311
1310,710.0,0.01156471,1321
1320,712.0,0.01158998,1331
1330,714.0,0.011610716,1341
1340,714.0,0.011631709,1351
1350,714.0,0.011653593,1361
1360,716.0,0.011671751,1371
1370,716.0,0.011707786,1381
1380,716.0,0.011725275,1391
1390,716.0,0.011750448,1401
1400,716.0,0.011784834,1411
1410,716.0,0.011810124,1421
1420,718.0,0.011837001,1431
1430,720.0,0.011858493,1441
1440,720.0,0.011881991,1451
1450,720.0,0.011906903,1461
1460,720.0,0.011928317,1471
1470,720.0,0.011949956,1481
1480,720.0,0.011970947,1491
1490,720.0,0.011993032,1501
1500,722.0,0.012014389,1511
1510,722.0,0.012035404,1521
1520,722.0,0.012056429,1531
1530,722.0,0.012080249,1541
1540,722.0,0.01210053,1551
1550,722.0,0.012127255,1561
1560,722.0,0.012152204,1571
1570,722.0,0.01217462,1581
1580,722.0,0.012216697,1591
1590,722.0,0.012238694,1601
1600,724.0,0.012261279,1611
1610,724.0,0.01228365,1621
1620,724.0,0.012308801,1631
1630,724.0,0.012338889,1641
1640,724.0,0.012362515,1651
1650,724.0,0.012385343,1661
1660,724.0,0.01240732,1671
1670,724.0,0.012433298,1681
1680,724.0,0.012454058,1691
1690,724.0,0.012491923,1701
1700,724.0,0.012528408,1711
1710,724.0,0.012558289,1721
1720,724.0,0.012587515,1731
1730,726.0,0.012612779,1741
1740,726.0,0.012640936,1751
1750,728.0,0.012661629,1761
1760,728.0,0.012687286,1771
1770,728.0,0.01270848,1781
1780,730.0,0.012733181,1791
1790,732.0,0.01277513,1801
1800,732.0,0.012795499,1811
1810,732.0,0.012819811,1821
1820,732.0,0.012842465,1831
1830,732.0,0.012878645,1841
1840,732.0,0.012900068,1851
1850,732.0,0.01293653,1861
1860,732.0,0.012959206,1871
1870,734.0,0.012979713,1881
1880,734.0,0.013000285,1891
1890,734.0,0.013026885,1901
1900,734.0,0.013072027,1911
1910,736.0,0.01309841,1921
1920,736.0,0.01312036,1931
1930,738.0,0.013142712,1941
1940,738.0,0.013163041,1951
1950,738.0,0.013193103,1961
1960,738.0,0.013214025,1971
1970,738.0,0.013277027,1981
1980,738.0,0.013297779,1991
1990,738.0,0.013322091,2001
2000,738.0,0.013344001,2011
2010,738.0,0.013367613,2021
2020,738.0,0.013389074,2031
2030,738.0,0.013409833,2041
2040,738.0,0.013431174,2051
2050,740.0,0.013453187,2061
2060,742.0,0.013478135,2071
2070,742.0,0.013499356,2081
2080,742.0,0.013520352,2091
2090,742.0,0.013541637,2101
2100,742.0,0.013568375,2111
2110,742.0,0.013596366,2121
2120,742.0,0.013617736,2131
2130,744.0,0.013639936,2141
2140,744.0,0.013663302,2151
2150,744.0,0.013684892,2161
2160,744.0,0.013706161,2171
2170,744.0,0.013726085,2181
2180,744.0,0.013747052,2191
2190,744.0,0.013770575,2201
2200,744.0,0.013796061,2211
2210,746.0,0.013820249,2221
2220,746.0,0.013852708,2231
2230,746.0,0.013873934,2241
2240,746.0,0.013898284,2251
2250,748.0,0.013921905,2261
2260,748.0,0.013943687,2271
2270,748.0,0.013971315,2281
2280,748.0,0.014009127,2291
2290,748.0,0.014036142,2301
2300,748.0,0.014111091,2311
2310,748.0,0.014137058,2321
2320,748.0,0.014167046,2331
2330,748.0,0.014205149,2341
2340,748.0,0.014226951,2351
2350,748.0,0.014252426,2361
2360,748.0,0.014290278,2371
2370,748.0,0.014310971,2381
2380,752.0,0.014339337,2391
2390,752.0,0.01436103,2401
2400,752.0,0.014380841,2411
2410,752.0,0.014403009,2421
2420,752.0,0.014428334,2431
2430,752.0,0.014463588,2441
2440,752.0,0.014484775,2451
2450,752.0,0.014505303,2461
2460,752.0,0.014524846,2471
2470,752.0,0.014549963,2481
2480,752.0,0.014574636,2491
2490,754.0,0.014596042,2501
2500,754.0,0.014620573,2511
2510,754.0,0.01464362,2521
2520,754.0,0.014668616,2531
2530,754.0,0.014704067,2541
2540,754.0,0.014738936,2551
2550,754.0,0.014761409,2561
2560,754.0,0.014784985,2571
2570,754.0,0.01480606,2581
2580,754.0,0.014826753,2591
2590,754.0,0.014856176,2601
2600,754.0,0.014879825,2611
2610,754.0,0.014903842,2621
2620,754.0,0.014926063,2631
2630,754.0,0.014946829,2641
2640,754.0,0.014987195,2651
2650,754.0,0.01500869,2661
2660,754.0,0.01503155,2671
2670,754.0,0.01505329,2681
2680,756.0,0.015074787,2691
2690,758.0,0.015095844,2701
2700,758.0,0.015119823,2711
2710,760.0,0.015142577,2721
2720,760.0,0.015167259,2731
2730,760.0,0.015188959,2741
2740,760.0,0.015211958,2751
2750,760.0,0.015242199,2761
2760,760.0,0.015278208,2771
2770,760.0,0.015297968,2781
2780,760.0,0.015428377,2791
2790,760.0,0.01546746,2801
2800,760.0,0.015497357,2811
2810,760.0,0.015519616,2821
2820,760.0,0.015540466,2831
2830,760.0,0.015571608,2841
2840,760.0,0.015596231,2851
2850,760.0,0.015642733,2861
2860,760.0,0.015678168,2871
2870,760.0,0.015701122,2881
2880,762.0,0.015741318,2891
2890,762.0,0.01576336,2901
2900,762.0,0.015791748,2911
2910,762.0,0.01582891,2921
2920,762.0,0.015856851,2931
2930,762.0,0.015892326,2941
2940,762.0,0.01592393,2951
2950,764.0,0.015945865,2961
2960,764.0,0.015982022,2971
2970,766.0,0.01600908,2981
2980,766.0,0.016032749,2991
2990,768.0,0.016049493,3001
3000,768.0,0.016072645,3011
