iterations,fitness,time,fevals
0,0.024162193814,1.579567726,1000
10,0.0262455218406,2.981356587,2100
20,0.0283792832359,4.365877175,3200
30,0.0298649135202,5.744282126,4300
40,0.0296461852507,7.141218045,5400
50,0.0301163312254,8.832402112,6500
60,0.0292603715064,10.79836177,7600
70,0.0293882194913,12.257604984,8700
80,0.0299420681392,13.726027471,9800
90,0.0297197702289,15.202930248,10900
100,0.0297848143352,16.629408892,12000
110,0.0301393680534,19.769212968,13100
120,0.0301226795205,21.160739077,14200
130,0.0306844966307,22.513281379,15300
140,0.0299707155192,23.819826712,16400
150,0.0294538572909,25.14233907,17500
160,0.0297073160204,26.484559773,18600
170,0.0294500660586,27.822904699,19700
180,0.0300205581762,29.16142176,20800
190,0.0292953357096,30.496677402,21900
200,0.0294040853778,31.977986507,23000
210,0.0295059098116,33.346068009,24100
220,0.0293890046716,34.667087348,25200
230,0.0300699341801,36.465762613,26300
240,0.0292523706578,37.855653518,27400
250,0.0293265746345,39.167385179,28500
260,0.0295139524879,40.507002762,29600
270,0.0299901264704,41.814098791,30700
280,0.0293608025671,43.736999903,31800
290,0.0296699324435,45.055246624,32900
300,0.0295849192811,46.383950167,34000
310,0.029422452718,47.728162316,35100
320,0.030330859037,49.086330782,36200
330,0.0295691690173,50.400867541,37300
340,0.0300212957039,51.728182807,38400
350,0.029431122646,53.063343155,39500
360,0.0298534457298,54.395845278,40600
370,0.0293366296555,55.716477067,41700
380,0.0300723879422,57.053906787,42800
390,0.0296907958815,58.385614495,43900
400,0.0300616025146,59.695166586,45000
410,0.0298903942556,61.009153017,46100
420,0.0301743988531,62.303609695,47200
430,0.0303904350301,63.622766535,48300
440,0.0314309180635,64.915502939,49400
450,0.0323493714541,66.216926709,50500
460,0.032476792784,67.527664382,51600
470,0.0332406105564,68.823300354,52700
480,0.0333429048382,70.125539002,53800
490,0.0321624303309,71.445174022,54900
500,0.0321918044723,72.773759962,56000
510,0.0327600642878,74.101968752,57100
520,0.0323043659778,75.424967406,58200
530,0.0324500042501,76.727688162,59300
540,0.0325078169015,78.044794927,60400
550,0.0327252994917,79.350318689,61500
560,0.0326090889247,80.65469773,62600
570,0.0323003650515,81.988220305,63700
580,0.0324602564002,83.282543664,64800
590,0.0325395595557,84.610300098,65900
600,0.0323145176402,85.998671562,67000
610,0.032744569503,87.310452841,68100
620,0.0328068311584,88.627582208,69200
