iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0575558395791,0.0581822355281,0.0591826523268,0.842905885698,0.84366117112,0.835379718054,0.913149414446,0.913981857992,0.909045226131,0.11698879
10,0.000851506768501,0.000775035068524,0.000708457098326,0.997867500711,0.998294485503,0.99818099136,0.998810373543,0.999048525214,0.998984771574,0.504185654
20,4.29830922607e-05,0.00038238790064,0.000308332273638,1.0,0.999431495168,0.99954524784,1.0,0.999682841738,0.999746257295,0.83601252
30,1.32179685007e-06,0.000285550333493,0.000278275471132,1.0,0.999431495168,0.99954524784,1.0,0.999682841738,0.999746257295,1.090622648
40,9.39196754972e-08,0.000284328386649,0.000306302338714,1.0,0.999431495168,0.99909049568,1.0,0.999682841738,0.999492385787,1.354125309
50,3.27475561331e-09,0.000285029617482,0.000362217298947,1.0,0.999431495168,0.99909049568,1.0,0.999682841738,0.999492385787,1.694744018
60,6.82060463006e-12,0.000364011442269,0.000454536279784,1.0,0.998862990335,0.99909049568,1.0,0.999365884591,0.999492385787,2.205224085
70,4.24329213061e-17,0.000851937364305,0.000454752040624,1.0,0.998294485503,0.99909049568,1.0,0.999048525214,0.999492385787,2.501064922
80,3.92642360769e-23,0.000852757243444,0.000454797366679,1.0,0.998294485503,0.99909049568,1.0,0.999048525214,0.999492385787,2.897303602
90,8.98335174152e-30,0.000852757248847,0.000454783817715,1.0,0.998294485503,0.99909049568,1.0,0.999048525214,0.999492385787,3.136057758
100,1.65675205575e-33,0.00112481177845,0.000454801435951,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,3.482779033
110,5.77473197677e-36,0.00113669625832,0.000600626424142,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,3.924166881
120,3.91342250254e-35,0.00113697743277,0.000629430101656,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,4.267528599
130,1.09871757156e-35,0.00113700425795,0.000638290620753,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,4.872031642
140,3.89745622145e-36,0.00113700959252,0.000639868538684,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,5.203337149
150,7.36193232809e-36,0.00113701050464,0.000657242193195,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,5.781057744
160,7.32524328722e-36,0.00113702151513,0.000648619504877,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,6.072786306
170,2.13061636527e-35,0.00113704349163,0.000586182080987,1.0,0.997725980671,0.99863574352,1.0,0.998730964467,0.999238385377,6.355445952
180,7.2568138255e-36,0.00113702599199,0.00048740058776,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,6.72501587
190,1.88153559509e-37,0.00113701449992,0.000457190279445,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,6.981756527
200,3.6282140989e-36,0.00113701052042,0.000454935895443,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,7.236498877
210,7.07408368541e-36,0.00113700955876,0.000454754047092,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,7.490097409
220,3.56150882534e-36,0.00113700980627,0.000454753412612,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,7.751061622
230,7.0619153067e-36,0.00113703485106,0.000454753305668,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,8.306091088
240,7.05717436783e-36,0.00113713827579,0.00045475297443,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,8.565351587
250,1.05542687122e-35,0.00113714693436,0.000454752718889,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,9.051943517
260,3.54475315482e-38,0.0011371053984,0.000454752518854,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,9.29780582
270,3.13173897126e-38,0.0011370232917,0.000454752406778,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,9.541942081
280,3.53433638859e-36,0.0011370095802,0.000454752175572,1.0,0.997725980671,0.99909049568,1.0,0.998730964467,0.999492385787,9.811990215
