iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.194391082568,0.193826724876,0.203054162768,0.610247795044,0.611982082867,0.593372145096,0.421205821206,0.425849212925,0.398675496689,0.021691347
10,0.187384129016,0.185275273088,0.197847244477,0.62410751785,0.629339305711,0.603224361845,0.464392579294,0.474603174603,0.438529784537,0.121908684
20,0.187329920072,0.185267586998,0.197832282425,0.62452750945,0.629339305711,0.603224361845,0.465311004785,0.474603174603,0.438529784537,0.191750405
30,0.185877068537,0.185797770542,0.196579830118,0.626767464651,0.628219484882,0.605015673981,0.470821754665,0.473851030111,0.443883984868,0.257316788
40,0.184211032386,0.188686252973,0.191843443429,0.630127397452,0.622620380739,0.61486789073,0.445424013434,0.441127694859,0.428950863214,0.319107983
50,0.18300933422,0.185928197438,0.194675324432,0.630267394652,0.624860022396,0.607702642185,0.465925176946,0.46227929374,0.442748091603,0.379004594
60,0.182964735619,0.184717236359,0.192223650039,0.630687386252,0.625419932811,0.61262875056,0.475546719682,0.470308788599,0.459036898061,0.4369542
70,0.182673847126,0.184635586554,0.192070713084,0.630967380652,0.624860022396,0.613524406628,0.475527258257,0.469096671949,0.4602876798,0.496121443
80,0.181236068669,0.184071936745,0.190817062322,0.630407391852,0.620380739082,0.611733094492,0.456566488267,0.446078431373,0.437378325762,0.560672091
90,0.181062382055,0.183995561197,0.190766122592,0.630407391852,0.620380739082,0.612180922526,0.456118665019,0.446078431373,0.437662337662,0.641032437
100,0.181044171297,0.183976127022,0.190770915273,0.630547389052,0.620380739082,0.612180922526,0.456436663234,0.446078431373,0.437662337662,0.721173335
110,0.1810364098,0.183961202208,0.190769336517,0.630547389052,0.620380739082,0.612180922526,0.456436663234,0.446078431373,0.437662337662,0.946098655
120,0.180953287685,0.183953297608,0.190792972245,0.630547389052,0.620380739082,0.612180922526,0.456436663234,0.446078431373,0.437662337662,1.062937771
130,0.180874581389,0.183929287429,0.190767036889,0.630407391852,0.620380739082,0.612180922526,0.456118665019,0.445171849427,0.437662337662,1.123177215
140,0.180721420306,0.183738517841,0.191463446486,0.630547389052,0.62150055991,0.609493954322,0.457776864598,0.447712418301,0.43596377749,1.201471736
150,0.180668868803,0.183713900394,0.191532470722,0.630267394652,0.620940649496,0.607702642185,0.456024716787,0.444626743232,0.430429128739,1.266877491
160,0.176970572038,0.1784782501,0.186615373285,0.630267394652,0.62150055991,0.609046126288,0.456919596957,0.446808510638,0.433484750162,1.327139772
170,0.173769203295,0.174482712625,0.181818605541,0.630267394652,0.624300111982,0.613524406628,0.446910994764,0.444076222038,0.430363036304,1.386927032
180,0.173764036902,0.17446864778,0.181819369186,0.630267394652,0.624300111982,0.613524406628,0.446910994764,0.444076222038,0.430363036304,1.447986851
190,0.173747714171,0.174486033288,0.181801047056,0.630407391852,0.623740201568,0.613524406628,0.447004608295,0.442786069652,0.430363036304,1.505249945
