iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.282438880527,0.274231464317,0.28049121429,0.42545149097,0.438969764838,0.426780116435,0.587288817377,0.600159616919,0.586830213041,0.102087858
10,0.129490534853,0.124882429431,0.132433975433,0.619487610248,0.615341545353,0.599193909539,0.460928203094,0.454328832407,0.432466708941,1.250775087
20,0.131100328277,0.126341954041,0.133484822022,0.59904801904,0.599104143337,0.582176444245,0.401087411125,0.40826446281,0.375083724046,2.349267347
30,0.134723316879,0.132568734338,0.135858426051,0.469130617388,0.484882418813,0.471115091805,0.635594849126,0.650721336371,0.638284839204,3.520446592
40,0.124162200686,0.124512725852,0.12395767234,0.470670586588,0.485442329227,0.474697716077,0.640076154212,0.653599698455,0.643789857273,4.695735965
50,0.129076170394,0.128445679257,0.130533269727,0.470670586588,0.485442329227,0.474697716077,0.640076154212,0.653599698455,0.643789857273,5.881702116
60,0.121515877094,0.120694648579,0.122434083875,0.627467450651,0.622060470325,0.622033139275,0.445509481142,0.45432497979,0.450520833333,7.049502464
70,0.12569338682,0.126495129465,0.12545385549,0.470670586588,0.485442329227,0.474697716077,0.640076154212,0.653599698455,0.643789857273,8.305353563
80,0.123680316995,0.124477386146,0.122756271856,0.578048439031,0.562150055991,0.583072100313,0.269156159069,0.262264150943,0.294162244124,9.595119052
90,0.12310121336,0.123703937985,0.122568431227,0.578608427831,0.562709966405,0.579489476041,0.262616364527,0.25405921681,0.278247501922,10.854168951
100,0.123292581326,0.123870919974,0.12260553416,0.578328433431,0.562150055991,0.579937304075,0.262126408623,0.253816793893,0.278461538462,12.207327131
110,0.124564361689,0.12492952941,0.123938365558,0.557468850623,0.539753639418,0.557993730408,0.170123391966,0.154320987654,0.182270091135,13.57696152
120,0.123068995822,0.123629429013,0.12253529135,0.578748425031,0.562709966405,0.579489476041,0.26195732156,0.25405921681,0.277136258661,14.730406356
130,0.123073333346,0.123637770867,0.122545368048,0.578748425031,0.562709966405,0.579937304075,0.26195732156,0.25405921681,0.278461538462,15.891548003
140,0.123823579723,0.124266102244,0.123342913841,0.565728685426,0.545912653975,0.56381549485,0.197620279359,0.183282980866,0.206840390879,17.089498539
150,0.122853744654,0.123338000634,0.122219531291,0.578188436231,0.561590145577,0.578593819973,0.257333004683,0.249280920422,0.272235112142,18.210660448
160,0.123826409145,0.124415496888,0.123418997083,0.565168696626,0.547032474804,0.56381549485,0.19989696033,0.188565697091,0.209415584416,19.48884211
170,0.123821198376,0.124421082341,0.123431797358,0.565028699426,0.547592385218,0.56381549485,0.200668896321,0.190380761523,0.209415584416,20.636010048
180,0.123816156621,0.124393070067,0.123414950824,0.565028699426,0.547592385218,0.56381549485,0.199845480299,0.190380761523,0.209415584416,21.845464712
190,0.123816348521,0.124391657769,0.123412870317,0.565168696626,0.547592385218,0.56381549485,0.19989696033,0.190380761523,0.209415584416,22.951836369
200,0.123824234597,0.124245250198,0.123324583154,0.565728685426,0.545912653975,0.563367666816,0.197620279359,0.183282980866,0.205378973105,24.029541261
210,0.123823412873,0.124243262761,0.123326497157,0.565728685426,0.545912653975,0.563367666816,0.197620279359,0.183282980866,0.205378973105,25.140116424
220,0.12382650389,0.124248546218,0.123329821279,0.565728685426,0.545912653975,0.563367666816,0.197620279359,0.183282980866,0.205378973105,26.243387715
230,0.12430498968,0.124131637946,0.126121207765,0.597928041439,0.580627099664,0.585759068518,0.343992690726,0.330652368186,0.331164135936,27.362106451
240,0.123813937565,0.124232788187,0.123320084385,0.565868682626,0.54647256439,0.56381549485,0.198086371864,0.185110663984,0.206840390879,28.457301006
250,0.123819301418,0.124276453004,0.123328013792,0.565728685426,0.54647256439,0.564263322884,0.19803516029,0.185110663984,0.208299430431,29.549803799
260,0.129738570815,0.129070148911,0.12905608904,0.470670586588,0.485442329227,0.474697716077,0.640076154212,0.653599698455,0.643789857273,30.638765807
270,0.123845075943,0.124499850269,0.123456144889,0.565308693826,0.547592385218,0.564711150918,0.202824133504,0.192,0.21359223301,31.756358385
280,0.124487306486,0.125810620565,0.124412299028,0.565868682626,0.54647256439,0.56381549485,0.205075621635,0.191616766467,0.214516129032,32.857503815
290,0.123811990424,0.124288399632,0.123334571048,0.565868682626,0.547032474804,0.564263322884,0.198915009042,0.186934673367,0.208299430431,33.962207644
300,0.123812233941,0.124296905626,0.123336195568,0.565728685426,0.54647256439,0.564263322884,0.198863636364,0.185110663984,0.208299430431,35.05017219
310,0.123823504349,0.124312263601,0.123547909852,0.565868682626,0.54647256439,0.563367666816,0.198915009042,0.185110663984,0.207961007311,36.197361585
320,0.124199898695,0.124315190216,0.123576766136,0.572028559429,0.557670772676,0.573219883565,0.230168723244,0.228515625,0.249014972419,37.315968003
330,0.123813289991,0.12426169713,0.123326019629,0.565868682626,0.54647256439,0.564263322884,0.198086371864,0.185110663984,0.208299430431,38.381494977
340,0.126000704781,0.12601649746,0.125359668498,0.571188576228,0.557670772676,0.575011195701,0.239761727476,0.238921001927,0.264910921766,39.465798464
350,0.125432171093,0.125791622638,0.124685705964,0.577768444631,0.562150055991,0.581280788177,0.268671193016,0.263653483992,0.293272864701,40.588926059
360,0.126010637369,0.126017594575,0.125355096447,0.571188576228,0.557670772676,0.575011195701,0.239761727476,0.238921001927,0.264910921766,41.669253095
370,0.125541462576,0.12591169075,0.125862063277,0.597788044239,0.584546472564,0.599641737573,0.345408976988,0.343362831858,0.36775106082,42.806553715
380,0.122790418835,0.121788329089,0.120966097088,0.684306313874,0.676931690929,0.695029108822,0.588728798103,0.588151320485,0.611965811966,43.932349944
390,0.11759774597,0.117437170004,0.115458515665,0.684586308274,0.675251959686,0.695476936856,0.588342773616,0.585121602289,0.612314709236,45.140429721
400,0.125757591435,0.125910037606,0.125866015548,0.597088058239,0.584546472564,0.599641737573,0.345015930815,0.343362831858,0.36775106082,46.272159249
410,0.125553690995,0.125906827176,0.12588291661,0.597648047039,0.585106382979,0.599641737573,0.345330296128,0.344827586207,0.36775106082,47.333921563
420,0.125541284588,0.125903459784,0.125868436639,0.597788044239,0.584546472564,0.599641737573,0.345408976988,0.343362831858,0.36775106082,48.76588536
430,0.125543419352,0.125911440132,0.125861967625,0.597788044239,0.584546472564,0.599641737573,0.345408976988,0.343362831858,0.36775106082,50.208880488
440,0.125527102828,0.12591464854,0.125830537149,0.597788044239,0.584546472564,0.599641737573,0.345110553909,0.343362831858,0.36775106082,51.450601741
450,0.125438992081,0.125859110951,0.12575985033,0.597788044239,0.584546472564,0.599641737573,0.345408976988,0.343362831858,0.36775106082,52.702721381
460,0.123979346184,0.124536326278,0.124539238932,0.595548089038,0.58006718925,0.595611285266,0.321671753933,0.315693430657,0.338461538462,53.820918716
470,0.123870233253,0.124522347804,0.124544414903,0.595688086238,0.58006718925,0.595611285266,0.321428571429,0.315693430657,0.338461538462,54.943364501
480,0.125486136722,0.126047275184,0.125715830209,0.598068038639,0.58398656215,0.600089565607,0.344370860927,0.341895482728,0.367115520907,56.196319368
490,0.12386690302,0.124510379481,0.124561257159,0.595828083438,0.58006718925,0.595611285266,0.321504112808,0.315693430657,0.338461538462,57.353836735
500,0.124268861224,0.124536222627,0.124373244664,0.579868402632,0.564389697648,0.579041648007,0.258829340578,0.251923076923,0.272445820433,58.495777137
