iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.486913892835,0.491157383365,0.485215600406,0.0233795324094,0.0156774916013,0.0273175100761,0.0456908344733,0.0308710033076,0.0531822144725,0.033448813
10,0.482570312955,0.488146314694,0.482742658476,0.0310793784124,0.0207166853303,0.0313479623824,0.0602851323829,0.0405924300603,0.0607902735562,0.178804286
20,0.445491465155,0.448459458911,0.445352005452,0.108217835643,0.102463605823,0.107926556202,0.195300656897,0.185881157948,0.194826192401,0.315215845
30,0.445091685554,0.448162337822,0.445288886807,0.109057818844,0.103023516237,0.107926556202,0.196667508205,0.186802030457,0.194826192401,0.509541716
40,0.434531969866,0.440819374477,0.436330723209,0.129637407252,0.11758118701,0.126735333632,0.229520386665,0.210420841683,0.224960254372,0.640026727
50,0.434178396813,0.440575031013,0.435915773831,0.130337393252,0.118141097424,0.127183161666,0.230616794649,0.211316975463,0.225665474772,0.768698198
60,0.428395645102,0.435667129306,0.429837029815,0.142097158057,0.127659574468,0.139722346619,0.248835498897,0.22641509434,0.245186640472,0.892588798
70,0.425197552452,0.43284201059,0.427717690587,0.148257034859,0.133258678611,0.143752798925,0.258229700073,0.235177865613,0.251370399374,1.160376503
80,0.420783016746,0.427596646136,0.424827161568,0.157216855663,0.143337066069,0.149126735334,0.271715460924,0.250734573947,0.259547934528,1.270453296
90,0.420730467124,0.42756909602,0.424813149071,0.157216855663,0.143337066069,0.149126735334,0.271715460924,0.250734573947,0.259547934528,1.927368875
100,0.415984359852,0.423102857666,0.420241168235,0.167296654067,0.15117581187,0.158978952082,0.28663948189,0.262645914397,0.274343122102,2.121598248
110,0.415981413894,0.423093821732,0.420239415289,0.167296654067,0.15117581187,0.158978952082,0.28663948189,0.262645914397,0.274343122102,2.245587739
120,0.415230406759,0.422128413698,0.419538962375,0.168696626067,0.154535274356,0.15987460815,0.288691902252,0.267701260912,0.275675675676,2.649331317
130,0.0406176708058,0.0407219059196,0.0455926022492,0.917681646367,0.917693169093,0.905956112853,0.957074025405,0.957080291971,0.950657894737,2.838889184
140,0.0388828337774,0.0398245888795,0.0439266544828,0.921041579168,0.919372900336,0.911330049261,0.958898119808,0.957992998833,0.953608247423,3.007738728
150,0.0388837570781,0.0398317624241,0.0439342169989,0.921041579168,0.919372900336,0.911330049261,0.958898119808,0.957992998833,0.953608247423,3.1202369
160,0.0388665137886,0.0398181402115,0.0439190913611,0.921041579168,0.919372900336,0.911330049261,0.958898119808,0.957992998833,0.953608247423,3.283525733
170,0.0387609615431,0.0397390456314,0.0438576588069,0.921181576368,0.919372900336,0.911777877295,0.95897398528,0.957992998833,0.953853361443,3.53345686
180,0.0384006505605,0.0392585766921,0.0434743146667,0.922161556769,0.920492721165,0.912225705329,0.959504734159,0.95860058309,0.954098360656,3.73294948
190,0.0379720688938,0.0384786111258,0.0430506940021,0.922721545569,0.921612541993,0.913121361397,0.959807776322,0.959207459207,0.954588014981,3.889209048
200,0.036865620738,0.0371560679379,0.0421018852365,0.92496150077,0.924412094065,0.914912673533,0.961018181818,0.9607215595,0.955565949486,3.997601856
210,0.0352516086942,0.0357952380327,0.0395587326031,0.928741425171,0.927211646137,0.919838781908,0.963054365972,0.962231260895,0.958245859575,4.198117823
220,0.0352498350942,0.0357908751506,0.0395572494407,0.928741425171,0.927211646137,0.919838781908,0.963054365972,0.962231260895,0.958245859575,4.340997002
230,0.0349149615172,0.0354836914119,0.0392319344411,0.929301413972,0.928331466965,0.919838781908,0.963355344315,0.962833914053,0.958245859575,4.566134208
240,0.0349114648955,0.0353059775085,0.0392341802451,0.929301413972,0.92889137738,0.919838781908,0.963355344315,0.963134978229,0.958245859575,4.676316173
250,0.0342561529681,0.0347160644116,0.0382885761731,0.930561388772,0.929451287794,0.920734437976,0.964031907179,0.963435867673,0.958731639077,4.786223015
260,0.0342411041245,0.0346895867776,0.0382721280549,0.930701385972,0.929451287794,0.920734437976,0.964107026322,0.963435867673,0.958731639077,4.972415381
270,0.0296194694299,0.0277206823908,0.0309402870279,0.939521209576,0.944008958567,0.938199731303,0.968817669987,0.971198156682,0.968114602588,5.078286373
280,0.0296194694299,0.0277206823908,0.0309402870279,0.939521209576,0.944008958567,0.938199731303,0.968817669987,0.971198156682,0.968114602588,5.187192697
290,0.0273833632792,0.0258732785425,0.0298738467446,0.944141117178,0.947368421053,0.939543215405,0.971268092461,0.972972972973,0.968829369661,5.305799159
300,0.0267109208167,0.0252359604662,0.0296730402905,0.945681086378,0.947928331467,0.939991043439,0.972082314002,0.973268180512,0.969067405355,5.430157282
310,0.0266828336717,0.0251983631607,0.0296585984063,0.945961080778,0.947928331467,0.940438871473,0.972230215827,0.973268180512,0.969305331179,5.542951711
320,0.0266817228801,0.0251974829677,0.0296561949097,0.945961080778,0.947928331467,0.940438871473,0.972230215827,0.973268180512,0.969305331179,5.648945367
330,0.0266808253885,0.0251965092829,0.0296558868098,0.945961080778,0.947928331467,0.940438871473,0.972230215827,0.973268180512,0.969305331179,5.752739704
340,0.0266804797781,0.0251946892659,0.0296558216323,0.945961080778,0.947928331467,0.940438871473,0.972230215827,0.973268180512,0.969305331179,5.864425702
350,0.0256566657202,0.02337630255,0.0283734288513,0.947921041579,0.952407614782,0.942230183609,0.973264338077,0.97562374534,0.970255937284,6.160337036
360,0.0256105477018,0.0233024685348,0.0283241671085,0.948061038779,0.952407614782,0.942678011644,0.973338124326,0.97562374534,0.970493314892,6.269277696
