problem,algorithm,params,best fitness,best iterations,best time,best fevals
NN,SA,"['/NN', 'SA', '0.3']",0.73023715415,870,4.879231539,0
NN,GA,"['/NN', 'GA', '50', '20', '2']",0.743809095002,330,51.993509857,0
NN,Backprop,"['/NN', 'Backpro']",0.7726611730490001,180,2.645809522,0
NN,RHC,"['/NN', 'RH']",0.6983184965379999,490,3.4112788810000003,0
